,Date,Symbol,Company,Sector,PClose,Open,High,Low,Close,Change,Deals,Volume,Value,VWAP
21131,2025-07-23,CORNERST,,,4.19,4.19,4.5,4.37,4.5,0.31,85,5150998,22692814.98,4.41
21130,2025-07-23,CONOIL,,,234.5,234.5,234.5,234.5,234.5,0,56,15647,3303081.7,211.1
21129,2025-07-23,CONHALLPLC,,,3,3,3.06,3,3,0,109,5836951,17602411.08,3.02
21128,2025-07-23,CILEASING,,,7.16,7.16,7,6.95,7,-0.16,88,1860833,13047399.6,7.01
21127,2025-07-23,CHELLARAM,,,9.53,9.53,10,10,10,0.47,35,476770,4845385.61,10.16
21126,2025-07-23,CHAMS,,,3.08,3.08,3,2.91,3,-0.8,331,8928921,26731823.1,2.99
21125,2025-07-23,CHAMPION,,,12.2,12.2,11.8,11.5,11.8,-0.4,107,1582466,18595808.98,11.75
21139,2025-07-23,ELLAHLAKES,,,9.9,9.9,9.98,9.01,9.21,-0.69,624,61119303,581605454.15,9.52
21124,2025-07-23,CAVERTON,,,7,7,7.2,6.31,7.1,0.1,201,7466816,52228629.79,6.99
21122,2025-07-23,CADBURY,,,68.55,68.55,68.55,68.55,68.55,0,373,3268871,212682217.4,65.06
21121,2025-07-23,BUAFOODS,,,459,459,459,459,459,0,170,44027,20120927.2,457.01
21120,2025-07-23,BUACEMENT,,,135,135,135,135,135,0,641,2380124,302146613.6,126.95
21119,2025-07-23,BETAGLAS,,,350,350,350,350,350,0,226,141283,49662127.2,351.51
21118,2025-07-23,BERGER,,,33.75,33.75,33.75,33.75,33.75,0,39,91035,2852907.95,31.34
21117,2025-07-23,AUSTINLAZ,,,2.6,2.6,2.34,2.34,2.34,-0.26,25,289112,677089.2,2.34
21116,2025-07-23,ARADEL,,,500,500,502,502,502,2,640,2445611,1232307871.6,503.89
21115,2025-07-23,ALEX,,,7.15,7.15,7.15,7.15,7.15,0,1,10,71.5,7.15
21114,2025-07-23,AIICO,,,2.15,2.15,2.2,2.15,2.2,0.05,328,7631264,16628150.74,2.18
21113,2025-07-23,AFRIPRUD,,,16,16,16.1,16,16.1,0.1,193,1957797,31077709.85,15.87
21112,2025-07-23,ACCESSCORP,,,27.5,27.5,28.5,27.35,28.5,1,1575,98624162,2742790892.45,27.81
21111,2025-07-23,ACADEMY,,,7,7,7.7,7.7,7.7,0.7,85,2130740,16399454.97,7.7
21110,2025-07-23,ABCTRANS,,,5.1,5.1,5.1,5.1,5.1,0,99,233599,1113488.82,4.77
21174,2025-07-23,MAYBAKER,,,17.15,17.15,17.15,17.1,17.1,-0.5,131,994122,17177438.05,17.28
21123,2025-07-23,CAP,,,66,66,66,66,66,0,39,209092,13859767.55,66.29
21140,2025-07-23,ENAMELWA,,,22.35,22.35,24.55,24.55,24.55,2.2,11,239530,5867239,24.49
21109,2025-07-23,ABBEYBDS,,,8,8,8,8,8,0,23,28404,223159.71,7.86
21142,2025-07-23,ETI,,,34.9,34.9,34.9,34.5,34.9,0,130,1938210,65992270.75,34.05
21141,2025-07-23,ETERNA,,,42.25,42.25,42.25,42.25,42.25,0,65,621689,25243769.2,40.61
21171,2025-07-23,LIVESTOCK,,,9.6,9.6,9.6,9.6,9.6,0,169,2082504,19027024.4,9.14
21170,2025-07-23,LINKASSURE,,,1.47,1.47,1.44,1.44,1.44,-0.3,33,617913,882883.11,1.43
21169,2025-07-23,LEGENDINT,,,5.31,5.31,5.7,5.31,5.33,0.02,377,23940749,130354100.2,5.44
21168,2025-07-23,LEARNAFRCA,,,6,6,6.4,6.4,6.4,0.4,48,494802,3138804.05,6.34
21167,2025-07-23,LASACO,,,3.07,3.07,3.08,3,3,-0.7,69,9908982,30358792.51,3.06
21166,2025-07-23,JULI,,,9.3,9.3,9.3,9.3,9.3,0,10,6541,55598.5,8.5
21165,2025-07-23,JOHNHOLT,,,9,9,9,9,9,0,25,77112,640169.45,8.3
21164,2025-07-23,JBERGER,,,126,126,126,126,126,0,129,202726,25270833.6,124.66
21163,2025-07-23,JAPAULGOLD,,,2.81,2.81,2.87,2.75,2.78,-0.3,257,49164022,136752638.94,2.78
21162,2025-07-23,JAIZBANK,,,3.8,3.8,3.88,3.8,3.85,0.05,499,6950050,26635552.4,3.83
21161,2025-07-23,INTENEGINS,,,2.2,2.2,2.39,2.3,2.38,0.18,75,3160928,7387174.86,2.34
21160,2025-07-23,INTBREW,,,13.9,13.9,14,13.05,13.7,-0.2,152,4987479,68692186.45,13.77
21159,2025-07-23,INFINITY,,,7.7,7.7,7.7,7.7,7.7,0,6,4335,33050.9,7.62
21158,2025-07-23,IMG,,,42.45,42.45,42.45,42.45,42.45,0,24,369848,14460239.6,39.1
21172,2025-07-23,LIVINGTRUST,,,7.32,7.32,7.32,7.32,7.32,0,4,12684,83587.56,6.59
21147,2025-07-23,FIDSON,,,46.1,46.1,43.9,41.5,43.9,-2.2,235,1959361,82743819.95,42.23
21143,2025-07-23,ETRANZACT,,,9.45,9.45,9.45,9.45,9.45,0,35,278962,2524953.15,9.05
21144,2025-07-23,EUNISELL,,,17.9,17.9,17.9,17.9,17.9,0,24,64360,1071251.2,16.64
21145,2025-07-23,FCMB,,,9.55,9.55,9.6,9.35,9.4,-0.15,468,23976778,227067461.45,9.47
21146,2025-07-23,FIDELITYBK,,,21.7,21.7,21.5,21.3,21.3,-0.4,640,6255598,134093354.6,21.44
21157,2025-07-23,IKEJAHOTEL,,,19.1,19.1,21,21,21,1.9,106,762276,15906393.4,20.87
21148,2025-07-23,FIRSTHOLDCO,,,32,32,32,31.5,32,0,561,11094565,353933802.9,31.9
21149,2025-07-23,FTNCOCOA,,,6.09,6,6.44,5.5,6,-0.9,487,15493930,91986365.96,5.94
21151,2025-07-23,GREENWETF,,,220,220,242,220,242,22,2,106,24420,230.38
21152,2025-07-23,GTCO,,,93.8,93.8,94,93,94,0.2,1248,12181410,1139059631.35,93.51
21153,2025-07-23,GUINEAINS,,,0.99,0.94,0.94,0.9,0.9,-0.9,139,9083825,8275366.45,0.91
21154,2025-07-23,GUINNESS,,,96.8,96.8,96.8,96.8,96.8,0,34,134720,14340944,106.45
21155,2025-07-23,HMCALL,,,4.7,4.7,4.7,4.7,4.7,0,16,65699,323792.7,4.93
21156,2025-07-23,HONYFLOUR,,,26.25,26.25,27.3,26.5,26.5,0.25,362,1498273,40289960.95,26.89
21150,2025-07-23,GEREGU,,,1141.5,1141.5,1141.5,1141.5,1141.5,0,42,1634,1678771.6,1027.4
21328,2025-07-24,OANDO,,,52.2,52.2,57.4,54.95,57.4,5.2,624,7731401,439146921,56.8
21327,2025-07-24,NSLTECH,,,1.03,1.03,1,0.93,0.93,-0.1,198,19926972,19144553.02,0.96
21308,2025-07-24,MERGROWTH,,,455,455,500,500,500,45,1,1,500,500
21325,2025-07-24,NNFM,,,103.5,103.5,103.5,103.5,103.5,0,50,636073,62247926.5,97.86
21326,2025-07-24,NPFMCRFBK,,,2.57,2.57,2.7,2.57,2.7,0.13,70,3894812,10328968.25,2.65
21329,2025-07-24,OKOMUOIL,,,930,930,950,950,950,20,630,843589,781185735.8,926.03
21336,2025-07-24,ROYALEX,,,1.22,1.12,1.23,1.12,1.16,-0.6,72,9918525,11475447.26,1.16
21331,2025-07-24,PRESCO,,,1330,1330,1439.5,1336,1439.5,109.5,270,1032535,1407445399.7,1363.1
21332,2025-07-24,PRESTIGE,,,1.12,1.12,1.23,1.12,1.12,0,68,3958986,4712658.7,1.19
21333,2025-07-24,PZ,,,37.25,37.25,37.25,37.25,37.25,0,91,489242,18047382.15,36.89
21334,2025-07-24,REDSTAREX,,,11.75,11.75,12.42,11,12.42,0.67,60,825341,9786003.49,11.86
21335,2025-07-24,REGALINS,,,0.76,0.76,0.75,0.7,0.73,-0.3,139,39403573,28841622.11,0.73
21330,2025-07-24,OMATEK,,,1.3,1.3,1.2,1.17,1.2,-0.1,121,6069121,7226866.93,1.19
21324,2025-07-24,NIDF,,,113,113,113,113,113,0,107,210142,23910192,113.78
21316,2025-07-24,NASCON,,,85,85,89.95,86,89.95,4.95,189,2150048,186557568,86.77
21322,2025-07-24,NEWGOLD,,,55900,55900,55400,51500,55400,-500,4,9,487200,54133.33
21321,2025-07-24,NESTLE,,,1890,1890,1890,1890,1890,0,119,36392,70087351.5,1925.9
21320,2025-07-24,NEM,,,20,20,21.8,21.8,21.8,1.8,55,758553,16450029.6,21.69
21319,2025-07-24,NEIMETH,,,7.45,7.45,7.05,6.81,6.81,-0.64,168,2795305,19464583.99,6.96
21318,2025-07-24,NCR,,,7.26,7.26,7.26,7.26,7.26,0,1,100,798,7.98
21317,2025-07-24,NB,,,72.5,72.5,72.4,72,72.25,-0.25,287,41109890,2972403328.75,72.3
21315,2025-07-24,NAHCO,,,117,117,117,117,117,0,210,732339,82802286.4,113.07
21314,2025-07-24,MULTIVERSE,,,9,9,9,9,9,0,24,66036,627508.6,9.5
21313,2025-07-24,MTNN,,,400,400,395,395,395,-5,669,1777706,703799594.1,395.9
21312,2025-07-24,MRS,,,149.5,149.5,149.5,149.5,149.5,0,74,233563,35384077,151.5
21311,2025-07-24,MORISON,,,3.22,3.22,3.22,3.22,3.22,0,1,100,322,3.22
21310,2025-07-24,MEYER,,,17.05,17.05,18,16.5,16.5,-0.55,41,2263753,38177454,16.86
21309,2025-07-24,MERVALUE,,,187,187,197,180,180,-7,2,32,6100,190.62
21337,2025-07-24,RTBRISCOE,,,3.41,3.41,3.75,3.6,3.75,0.34,88,4834313,17894630.32,3.7
21323,2025-07-24,NGXGROUP,,,74.75,74.75,79.8,77.95,79.8,5.05,185,890267,68563726.9,77.01
21338,2025-07-24,SCOA,,,5,5,5,5,5,0,37,135237,727899.57,5.38
21354,2025-07-24,UBA,,,46.7,46.7,46.75,46.5,46.55,-0.15,969,73088085,3405883092.95,46.6
21340,2025-07-24,SKYAVN,,,81.9,81.9,81.9,81.9,81.9,0,20,36155,3005154.4,83.12
21307,2025-07-24,MECURE,,,11.2,11.2,11.2,11.2,11.2,0,30,92907,1063119.8,11.44
21370,2025-07-24,ZENITHBANK,,,71.5,71.5,73.2,71.3,73.2,1.7,808,22504965,1611484807.3,71.61
21369,2025-07-24,WEMABANK,,,18,18,18.45,18.25,18.4,0.4,222,2229950,40946831.75,18.36
21368,2025-07-24,WAPIC,,,2.4,2.4,2.4,2.38,2.38,-0.2,89,1261239,3004193.12,2.38
21367,2025-07-24,WAPCO,,,120.55,120.55,125.5,122.2,122.5,1.95,417,6042184,747209047.45,123.67
21366,2025-07-24,VSPBONDETF,,,525,525,523,300,300,-225,6,459,238450,519.5
21365,2025-07-24,VITAFOAM,,,87.85,87.85,87.85,87.85,87.85,0,170,1080439,86625309.75,80.18
21364,2025-07-24,VFDGROUP,,,13.3,13.2,13.9,13.2,13.2,-0.1,432,11239153,150859742.7,13.42
21363,2025-07-24,VETGOODS,,,32.75,32.75,36,29.8,30.1,-2.65,4,4455,133735,30.02
21362,2025-07-24,VETBANK,,,15.8,15.8,15.8,15.5,15.5,-0.3,8,17760,279558,15.74
21361,2025-07-24,VERITASKAP,,,1.18,1.18,1.17,1.11,1.13,-0.5,89,8520669,9602452.74,1.13
21360,2025-07-24,UPL,,,6,6,5.65,5.59,5.65,-0.35,62,2185723,12269047.34,5.61
21359,2025-07-24,UPDC,,,4.7,4.7,4.9,4.7,4.85,0.15,157,3123969,14916549.55,4.77
21358,2025-07-24,UNIVINSURE,,,0.72,0.72,0.77,0.73,0.73,0.01,115,30219145,22435936.14,0.74
21339,2025-07-24,SEPLAT,,,5450,5450,5450,5450,5450,0,125,93085,492686351.4,5292.87
21357,2025-07-24,UNIONDICON,,,10,10,9,9,9,-1,16,1538224,13844615,9
21355,2025-07-24,UCAP,,,20.55,20.55,21.1,20.6,21,0.45,274,7325551,153544234,20.96
21353,2025-07-24,UACN,,,50,50,50.5,50.5,50.5,0.5,96,1190859,60571720.9,50.86
21352,2025-07-24,TRIPPLEG,,,3.89,3.89,3.9,3.9,3.9,0.01,24,259761,980841.65,3.78
21351,2025-07-24,TRANSPOWER,,,320,320,320,320,320,0,44,61177,17618976,288
21350,2025-07-24,TRANSCORP,,,49.5,49.5,50,49.85,50,0.5,262,9226763,464060643.35,50.3
21349,2025-07-24,TRANSCOHOT,,,142.4,142.4,142.4,142.4,142.4,0,37,6863,1007906.2,146.86
21348,2025-07-24,TOTAL,,,705,705,705,705,705,0,59,16911,11107749.4,656.84
21347,2025-07-24,TIP,,,13.34,13.34,14.67,14.49,14.67,1.33,250,4866145,71137551.12,14.62
21346,2025-07-24,THOMASWY,,,3.06,3.06,2.8,2.8,2.8,-0.26,26,262049,767247.01,2.93
21345,2025-07-24,TANTALIZER,,,2.66,2.66,2.69,2.45,2.69,0.03,163,17122112,43393380.16,2.53
21344,2025-07-24,SUNUASSUR,,,4.65,4.65,4.97,4.65,4.97,0.32,47,1076629,5250779.5,4.88
21343,2025-07-24,STERLINGNG,,,6.22,6.22,6.44,6.18,6.4,0.18,240,8009480,49950749.99,6.24
21342,2025-07-24,STANBIC,,,99.5,99.5,99.75,99.75,99.75,0.25,125,1286438,128875653.85,100.18
21341,2025-07-24,SOVRENINS,,,1.3,1.3,1.43,1.35,1.43,0.13,98,8200394,11663166.07,1.42
21356,2025-07-24,UNILEVER,,,62,62,62,62,62,0,86,470752,28169479.05,59.84
21306,2025-07-24,MCNICHOLS,,,3.25,3.25,3.57,2.97,3.56,0.31,105,4492757,14779525.82,3.29
21258,2025-07-24,CHELLARAM,,,10,10,10,10,10,0,21,41882,458252.6,10.94
21304,2025-07-24,MAYBAKER,,,17.1,17.1,17.1,17.1,17.1,0,73,347718,6066225.8,17.45
21269,2025-07-24,DEAPCAP,,,1.25,1.25,1.25,1.16,1.16,-0.9,38,4195729,5040346.27,1.2
21268,2025-07-24,DANGSUGAR,,,60,57.1,59.9,54,59.7,-0.3,1074,13469209,769249612.85,57.11
21267,2025-07-24,DANGCEM,,,490,490,490,490,490,0,375,986553,482524373.8,489.1
21266,2025-07-24,DAARCOMM,,,0.75,0.75,0.82,0.76,0.82,0.07,83,3715495,2995636.63,0.81
21265,2025-07-24,CWG,,,17.5,17.5,17.85,17.85,17.85,0.35,103,738281,13027832,17.65
21264,2025-07-24,CUTIX,,,4.05,4.05,4.11,4.05,4.11,0.06,189,3395437,13805262.25,4.07
21263,2025-07-24,CUSTODIAN,,,30,30,30.5,30.5,30.5,0.5,63,745245,22697621.7,30.46
21262,2025-07-24,CORNERST,,,4.5,4.5,4.8,4.6,4.8,0.3,76,2852177,13049296.37,4.58
21261,2025-07-24,CONOIL,,,234.5,234.5,234.5,234.5,234.5,0,48,19413,4098084.3,211.1
21260,2025-07-24,CONHALLPLC,,,3,3,3.3,3,3,0,209,55705692,169050141.14,3.03
21259,2025-07-24,CILEASING,,,7,7,7,6.6,6.8,-0.2,96,1711658,11546303.98,6.75
21257,2025-07-24,CHAMS,,,3,3,3.08,2.91,2.91,-0.9,270,11550116,34533989.71,2.99
21240,2025-07-24,ABCTRANS,,,5.1,5.1,4.59,4.59,4.59,-0.51,88,1197475,5504063.01,4.6
21255,2025-07-24,CAVERTON,,,7.1,7.1,7.15,7.1,7.15,0.05,105,2567467,18312919.7,7.13
21270,2025-07-24,ELLAHLAKES,,,9.21,9.21,10.13,9.7,10,0.79,517,12143804,121116714.31,9.97
21254,2025-07-24,CAP,,,66,66,66.5,66.5,66.5,0.5,30,7191038,478222971.75,66.5
21252,2025-07-24,BUAFOODS,,,459,459,459,459,459,0,145,70484,32235085.9,457.34
21251,2025-07-24,BUACEMENT,,,135,135,135,135,135,0,405,1405389,175529799.4,124.9
21250,2025-07-24,BETAGLAS,,,350,350,350,350,350,0,190,204078,70323895.25,344.59
21249,2025-07-24,BERGER,,,33.75,33.75,31,31,31,-2.75,80,592272,18462181.9,31.17
21248,2025-07-24,AUSTINLAZ,,,2.34,2.34,2.34,2.34,2.34,0,16,481469,1135246.2,2.36
21247,2025-07-24,ARADEL,,,502,502,507,507,507,5,473,1438726,728420542.2,506.3
21246,2025-07-24,ALEX,,,7.15,7.15,7.15,7.15,7.15,0,14,5507,38661.75,7.02
21245,2025-07-24,AIRTELAFRI,,,2310.5,2310.5,2310.5,2310.5,2310.5,0,1,25,63537.5,2541.5
21244,2025-07-24,AIICO,,,2.2,2.2,2.25,2.18,2.18,-0.2,339,10114859,22476661.57,2.22
21243,2025-07-24,AFRIPRUD,,,16.1,16.1,16,15.9,16,-0.1,146,2691156,43082854,16.01
21242,2025-07-24,ACCESSCORP,,,28.5,28.5,28.95,28.35,28.5,0,1467,65002019,1851824897.95,28.49
21241,2025-07-24,ACADEMY,,,7.7,8,8.47,8,8.47,0.77,189,4133695,34635204.37,8.38
21305,2025-07-24,MBENEFIT,,,1.5,1.5,1.56,1.45,1.56,0.06,65,3177281,4829863.2,1.52
21239,2025-07-24,ABBEYBDS,,,8,8,8,8,8,0,46,110562,813770.96,7.36
21253,2025-07-24,CADBURY,,,68.55,68.55,68.55,68.55,68.55,0,207,861126,55895499.5,64.91
21271,2025-07-24,ENAMELWA,,,24.55,24.55,24.55,24.55,24.55,0,41,64114,1705549.2,26.6
21256,2025-07-24,CHAMPION,,,11.8,11.8,11.2,11.2,11.2,-0.6,92,920511,10384199.27,11.28
21273,2025-07-24,ETI,,,34.9,34.9,34,33.55,34,-0.9,77,933235,31458661.1,33.71
21303,2025-07-24,MANSARD,,,12.5,12.5,12.5,12.5,12.5,0,79,794853,9921730.21,12.48
21272,2025-07-24,ETERNA,,,42.25,42.25,42.25,42.25,42.25,0,55,68279,2740953.8,40.14
21301,2025-07-24,LIVESTOCK,,,9.6,9.6,9.05,9,9,-0.6,121,1689826,15301055.65,9.05
21300,2025-07-24,LINKASSURE,,,1.44,1.44,1.55,1.44,1.55,0.11,53,12033363,18297480.9,1.52
21299,2025-07-24,LEGENDINT,,,5.33,5.8,5.86,5.8,5.86,0.53,41,2926718,17079000.28,5.84
21298,2025-07-24,LEARNAFRCA,,,6.4,6.4,6.4,6.4,6.4,0,58,189034,1169979.58,6.19
21297,2025-07-24,LASACO,,,3,3,3,2.91,2.94,-0.6,90,5481959,16098098.9,2.94
21296,2025-07-24,JULI,,,9.3,9.3,9.3,9.3,9.3,0,8,1905,16008.1,8.4
21295,2025-07-24,JOHNHOLT,,,9,9,8.1,8.1,8.1,-0.9,26,290168,2353226.7,8.11
21294,2025-07-24,JBERGER,,,126,126,126,126,126,0,73,91777,11420767,124.44
21293,2025-07-24,JAPAULGOLD,,,2.78,2.78,2.91,2.74,2.82,0.04,240,83789749,231760721.24,2.77
21292,2025-07-24,JAIZBANK,,,3.85,3.85,3.89,3.8,3.83,-0.2,370,9754102,37414861.1,3.84
21291,2025-07-24,INTENEGINS,,,2.38,2.38,2.38,2.38,2.38,0,31,226890,521542.14,2.3
21290,2025-07-24,INTBREW,,,13.7,13.7,13.85,13.4,13.85,0.15,131,2413929,32586325.6,13.5
21289,2025-07-24,INFINITY,,,7.7,7.7,7.7,7.7,7.7,0,3,2298,18384,8
21302,2025-07-24,LIVINGTRUST,,,7.32,7.32,7.32,7.32,7.32,0,4,24870,163893.3,6.59
21287,2025-07-24,IKEJAHOTEL,,,21,21,21,21,21,0,62,421841,8969924.45,21.26
21288,2025-07-24,IMG,,,42.45,42.45,38.25,38.25,38.25,-4.2,24,352923,13540712.5,38.37
21276,2025-07-24,FCMB,,,9.4,9.4,9.6,9.35,9.4,0,416,15188008,144270565.75,9.5
21277,2025-07-24,FIDELITYBK,,,21.3,21.3,21,20.5,20.6,-0.7,637,15699432,325036455.5,20.7
21278,2025-07-24,FIDSON,,,43.9,43.9,43.9,43.9,43.9,0,159,276094,11450911.85,41.47
21279,2025-07-24,FIRSTHOLDCO,,,32,32,35.15,33,35.15,3.15,548,17095220,585601313.2,34.26
21280,2025-07-24,FTNCOCOA,,,6,6,6.6,6.37,6.6,0.6,339,13411367,87181688.17,6.5
21275,2025-07-24,EUNISELL,,,17.9,17.9,17.9,17.9,17.9,0,44,48047,822979.5,17.13
21282,2025-07-24,GTCO,,,94,94,95,93.6,94.1,0.1,824,10465229,986750219.4,94.29
21286,2025-07-24,HONYFLOUR,,,26.5,26.5,27,24,27,0.5,372,2569642,68048234.45,26.48
21281,2025-07-24,GEREGU,,,1141.5,1141.5,1141.5,1141.5,1141.5,0,53,2392,2457540.8,1027.4
21285,2025-07-24,HMCALL,,,4.7,4.7,4.3,4.3,4.3,-0.4,33,385772,1730625.34,4.49
21274,2025-07-24,ETRANZACT,,,9.45,9.45,9.45,9.45,9.45,0,41,111782,1012902.05,9.06
21284,2025-07-24,GUINNESS,,,96.8,96.8,106.45,106.45,106.45,9.65,18,120138,12788690.1,106.45
21283,2025-07-24,GUINEAINS,,,0.9,0.81,0.86,0.81,0.86,-0.4,115,24044523,19832188.45,0.82
21468,2025-07-25,ROYALEX,,,1.16,1.16,1.27,1.17,1.25,0.09,125,13805518,16815382.55,1.22
21456,2025-07-25,NIDF,,,113,113,113,113,113,0,76,158352,17981531.6,113.55
21467,2025-07-25,REGALINS,,,0.73,0.73,0.74,0.7,0.71,-0.2,103,16083239,11440384.89,0.71
21466,2025-07-25,REDSTAREX,,,12.42,12.42,12.42,12.42,12.42,0,28,169812,2026339.6,11.93
21465,2025-07-25,PZ,,,37.25,37.25,37.25,37.25,37.25,0,106,1008904,36964187.05,36.64
21463,2025-07-25,PRESCO,,,1439.5,1439.5,1550,1550,1550,110.5,503,900605,1365493166.3,1516.2
21462,2025-07-25,OMATEK,,,1.2,1.2,1.28,1.23,1.24,0.04,65,1484765,1854640.98,1.25
21461,2025-07-25,OKOMUOIL,,,950,950,998,998,998,48,1260,2580812,2575515449.8,997.95
21460,2025-07-25,OANDO,,,57.4,57.4,62,59,60.05,2.65,950,14399572,864700770.4,60.05
21459,2025-07-25,NSLTECH,,,0.93,0.93,1.02,0.85,0.92,-0.1,166,13005334,12047154.19,0.93
21458,2025-07-25,NPFMCRFBK,,,2.7,2.7,2.73,2.7,2.73,0.03,50,1278837,3499438.68,2.74
21457,2025-07-25,NNFM,,,103.5,103.5,103.5,103.5,103.5,0,49,295646,29029090.15,98.19
21469,2025-07-25,RTBRISCOE,,,3.75,3.75,3.8,3.58,3.58,-0.17,119,5897456,22078142.67,3.74
21464,2025-07-25,PRESTIGE,,,1.12,1.12,1.23,1.04,1.23,0.11,94,13849804,16697572.54,1.21
21449,2025-07-25,NB,,,72.25,72.25,72.3,72,72.1,-0.15,251,12921862,931642862.6,72.1
21454,2025-07-25,NEWGOLD,,,55400,55400,55800,55400,55800,400,7,15,833800,55586.67
21453,2025-07-25,NESTLE,,,1890,1890,1890,1890,1890,0,145,215508,406837473,1887.81
21452,2025-07-25,NEM,,,21.8,21.8,21.8,21.8,21.8,0,60,604222,14083690.8,23.31
21451,2025-07-25,NEIMETH,,,6.81,6.81,7.49,6.5,6.5,-0.31,251,7073343,49737812.56,7.03
21450,2025-07-25,NCR,,,7.26,7.26,7.26,7.26,7.26,0,4,54639,436019.22,7.98
21448,2025-07-25,NASCON,,,89.95,89.95,92,88,89.5,-0.45,191,2676039,237912240.6,88.9
21447,2025-07-25,NAHCO,,,117,117,117,117,117,0,170,372043,41591194.4,111.79
21446,2025-07-25,MULTIVERSE,,,9,9,9,9,9,0,20,35251,343973.7,9.76
21445,2025-07-25,MTNN,,,395,398,400,398,400,5,751,3443146,1376935666.9,399.91
21444,2025-07-25,MORISON,,,3.22,3.22,3.22,3.22,3.22,0,1,300,966,3.22
21443,2025-07-25,MEYER,,,16.5,16.5,16.5,16.5,16.5,0,33,291968,4826494.75,16.53
21442,2025-07-25,MERVALUE,,,180,180,198,180,198,18,5,2310,450097,194.85
21441,2025-07-25,MERGROWTH,,,500,500,550,500,550,50,4,32,16600,518.75
21440,2025-07-25,MECURE,,,11.2,11.2,11.2,11.2,11.2,0,32,213249,2464828.1,11.56
21455,2025-07-25,NGXGROUP,,,79.8,79.8,79.8,79.8,79.8,0,165,1600232,122503661.05,76.55
21470,2025-07-25,SCOA,,,5,5,5,5,5,0,13,64320,337439.6,5.25
21501,2025-07-25,WAPIC,,,2.38,2.38,2.45,2.4,2.4,0.02,99,2941714,7127062.02,2.42
21472,2025-07-25,SKYAVN,,,81.9,81.9,81.9,81.9,81.9,0,37,175635,14212886.55,80.92
21439,2025-07-25,MCNICHOLS,,,3.56,3.56,3.56,3.56,3.56,0,54,1089970,3820802,3.51
21502,2025-07-25,WEMABANK,,,18.4,18.4,19.9,18.95,19.9,1.5,312,9462812,184824631.1,19.53
21500,2025-07-25,WAPCO,,,122.5,122.5,126,124,125.05,2.55,386,5853317,732531969.5,125.15
21499,2025-07-25,VSPBONDETF,,,300,300,520,320,320,20,5,186,96520,518.92
21498,2025-07-25,VITAFOAM,,,87.85,87.85,87.85,87.85,87.85,0,138,271961,21940265.4,80.67
21497,2025-07-25,VFDGROUP,,,13.2,13.2,13.5,13,13,-0.2,765,22332581,292658586.9,13.1
21496,2025-07-25,VETINDETF,,,42.9,42.9,45.9,42.9,45.9,3,2,3,131.7,43.9
21495,2025-07-25,VETGOODS,,,30.1,30.1,30.1,30.1,30.1,0,6,1589,47828.9,30.1
21494,2025-07-25,VETBANK,,,15.5,15.5,15.5,14.5,15.5,0,5,5685,85602.5,15.06
21493,2025-07-25,VERITASKAP,,,1.13,1.13,1.16,1.13,1.13,0,93,8450857,9630536.57,1.14
21492,2025-07-25,UPL,,,5.65,5.65,5.91,5.91,5.91,0.26,42,782855,4615279.9,5.9
21491,2025-07-25,UPDC,,,4.85,4.85,5,4.75,5,0.15,166,8097183,39077128.13,4.83
21490,2025-07-25,UNIVINSURE,,,0.73,0.73,0.75,0.7,0.72,-0.1,158,40688376,29719017.92,0.73
21489,2025-07-25,UNIONDICON,,,9,9,9,9,9,0,23,109121,997849.5,9.14
21471,2025-07-25,SEPLAT,,,5450,5450,5450,5450,5450,0,150,337854,1804330621.3,5340.56
21488,2025-07-25,UNILEVER,,,62,62,68.2,63.8,68.2,6.2,103,1185624,79062705.75,66.68
21486,2025-07-25,UBA,,,46.55,46.55,47.2,46.7,47,0.45,849,15081127,708290905.15,46.97
21485,2025-07-25,UACN,,,50.5,50.5,54.95,54.95,54.95,4.45,114,889994,48996300.95,55.05
21484,2025-07-25,TRIPPLEG,,,3.9,3.9,3.51,3.51,3.51,-0.39,37,469289,1699427.42,3.62
21483,2025-07-25,TRANSPOWER,,,320,320,320,320,320,0,53,89840,25873920,288
21482,2025-07-25,TRANSCORP,,,50,50,50.9,50.5,50.9,0.9,255,10558733,534184026.2,50.59
21481,2025-07-25,TRANSCOHOT,,,142.4,142.4,142.4,142.4,142.4,0,49,9559,1358742.3,142.14
21480,2025-07-25,TOTAL,,,705,705,705,705,705,0,69,20207,13206601.7,653.57
21479,2025-07-25,TIP,,,14.67,14.67,16.13,15.55,16.13,1.46,344,3527941,56253585.24,15.95
21478,2025-07-25,THOMASWY,,,2.8,2.8,3.07,3.07,3.07,0.27,23,781755,2385469,3.05
21477,2025-07-25,TANTALIZER,,,2.69,2.69,2.7,2.46,2.46,-0.23,123,32198947,83125791.72,2.58
21476,2025-07-25,SUNUASSUR,,,4.97,4.97,4.97,4.48,4.64,-0.33,153,18838019,85091930.14,4.52
21475,2025-07-25,STERLINGNG,,,6.4,6.4,6.65,6.4,6.6,0.2,332,20378100,131704696.45,6.46
21474,2025-07-25,STANBIC,,,99.75,99.75,99.75,99.75,99.75,0,139,895791,89382213.6,99.78
21473,2025-07-25,SOVRENINS,,,1.43,1.44,1.57,1.44,1.57,0.14,104,18774766,29286702.16,1.56
21487,2025-07-25,UCAP,,,21,21,21.5,21,21.1,0.1,277,7952081,168893708.65,21.24
