,Date,Symbol,Company,Sector,PClose,Open,High,Low,Close,Change,Deals,Volume,Value,VWAP
20861,2025-07-21,CAP,,,71.9,71.9,65.1,65.1,65.1,-6.8,47,215488,14114776.85,65.5
20859,2025-07-21,BUAFOODS,,,459,459,459,459,459,0,263,1093282,491400675.9,449.47
20858,2025-07-21,BUACEMENT,,,123.4,123.4,129.8,129.8,129.8,6.4,754,2852863,366528005.1,128.48
20857,2025-07-21,BETAGLAS,,,333.95,333.95,333.95,333.95,333.95,0,215,52822,17150664.5,324.69
20856,2025-07-21,BERGER,,,33.75,33.75,33.75,33.75,33.75,0,49,249560,8336473.35,33.4
20855,2025-07-21,AUSTINLAZ,,,2.6,2.6,2.6,2.6,2.6,0,17,371014,993883.44,2.68
20854,2025-07-21,ARADEL,,,521,521,521,521,521,0,672,1821871,929168153.3,510.01
20853,2025-07-21,ALEX,,,7.15,7.15,7.15,7.15,7.15,0,1,10,71.5,7.15
20852,2025-07-21,AIRTELAFRI,,,2310.5,2310.5,2310.5,2310.5,2310.5,0,3,103,261774.5,2541.5
20851,2025-07-21,AIICO,,,2.27,2.25,2.25,2.08,2.11,-0.16,479,14026311,30320885.7,2.16
20850,2025-07-21,AFRIPRUD,,,16.5,16.5,16.5,15,16,-0.5,205,2716455,43428701.55,15.99
20849,2025-07-21,ACCESSCORP,,,26.85,26.9,26.9,26.2,26.5,-0.35,1686,61732260,1635680139.8,26.5
20848,2025-07-21,ACADEMY,,,7,7,7,7,7,0,31,215279,1657621.9,7.7
20913,2025-07-21,MCNICHOLS,,,3.82,3.82,3.65,3.44,3.44,-0.38,93,2729887,9568109.07,3.5
20846,2025-07-21,ABBEYBDS,,,8,8,8,8,8,0,38,34316,261191.81,7.61
20860,2025-07-21,CADBURY,,,62.95,62.95,62.95,62.95,62.95,0,305,1619732,100693495,62.17
20877,2025-07-21,ELLAHLAKES,,,10.8,11.2,11.58,11,11,0.2,750,24444679,275595678.03,11.27
20847,2025-07-21,ABCTRANS,,,5.65,5.65,5.5,5.09,5.5,-0.15,156,1425704,7548511.71,5.29
20879,2025-07-21,ETI,,,35,35,35,34.9,34.9,-0.1,127,2960333,103454765.1,34.95
20910,2025-07-21,MANSARD,,,12.5,12.5,12.5,12.5,12.5,0,130,2854433,35120876.6,12.3
20909,2025-07-21,LIVINGTRUST,,,7.32,7.32,7.32,7.32,7.32,0,9,48215,347160,7.2
20908,2025-07-21,LIVESTOCK,,,8.6,8.6,9.45,8.7,9,0.4,187,6294702,56773154.65,9.02
20907,2025-07-21,LINKASSURE,,,1.49,1.49,1.49,1.35,1.48,-0.1,58,3883110,5552290.78,1.43
20906,2025-07-21,LEGENDINT,,,5.85,5.85,6,5.84,5.9,0.05,235,19799646,117918585.45,5.96
20905,2025-07-21,LEARNAFRCA,,,6.27,6.27,6,5.72,6,-0.27,82,1321705,7905786.27,5.98
20904,2025-07-21,LASACO,,,3.08,3.08,3.37,3.07,3.16,0.08,76,3351555,10769025.66,3.21
20903,2025-07-21,JULI,,,9.3,9.3,9.3,9.3,9.3,0,11,17060,150363.6,8.81
20902,2025-07-21,JOHNHOLT,,,9,9,9,9,9,0,34,358833,2929343.7,8.16
20878,2025-07-21,ETERNA,,,42.5,42.5,42.25,42.25,42.25,-0.25,82,710460,29734884.45,41.85
20900,2025-07-21,JAPAULGOLD,,,3.01,3.01,3.06,2.8,2.8,-0.21,380,17747616,51526339.11,2.9
20899,2025-07-21,JAIZBANK,,,3.73,3.73,3.87,3.6,3.6,-0.13,579,18706598,69238481.59,3.7
20898,2025-07-21,INTENEGINS,,,2,2,2.2,2.15,2.2,0.2,40,2027076,4417651.47,2.18
20897,2025-07-21,INTBREW,,,13.85,13.85,13.75,13.55,13.75,-0.1,161,3901497,53600353.2,13.74
20896,2025-07-21,INFINITY,,,7.7,7.7,7.7,7.7,7.7,0,10,33063,269146.4,8.14
20901,2025-07-21,JBERGER,,,112,112,121.7,121.7,121.7,9.7,114,274938,33066409.5,120.27
20894,2025-07-21,IKEJAHOTEL,,,20,20,20,20,20,0,82,139789,2790862.3,19.96
20880,2025-07-21,ETRANZACT,,,9.45,9.45,9.45,9.45,9.45,0,31,55816,552612.2,9.9
20895,2025-07-21,IMG,,,42.45,42.45,42.45,42.45,42.45,0,60,520607,20708443.05,39.78
20881,2025-07-21,EUNISELL,,,17.9,17.9,17.9,17.9,17.9,0,58,193557,3397389.6,17.55
20882,2025-07-21,FCMB,,,9.6,9.6,9.75,9.4,9.65,0.05,473,10157204,97912559.95,9.64
20883,2025-07-21,FIDELITYBK,,,20.85,20.85,21.7,20.55,21.5,0.65,905,21881605,469352530,21.45
20885,2025-07-21,FIRSTHOLDCO,,,33.95,33.95,33.95,33,33.4,-0.55,875,21465747,720460602.15,33.56
20886,2025-07-21,FTNCOCOA,,,6.95,6.95,7.64,6.76,6.76,-0.19,526,15490646,111021998.97,7.17
20884,2025-07-21,FIDSON,,,46.1,46.1,46.1,46.1,46.1,0,243,614562,26582171.2,43.25
20888,2025-07-21,GREENWETF,,,220,220,220,220,220,0,1,1050,231000,220
20889,2025-07-21,GTCO,,,95.05,95.05,94.5,93.55,94.5,-0.55,1684,21859600,2057972800.5,94.15
20890,2025-07-21,GUINEAINS,,,1.02,1.02,1.06,0.97,1.01,-0.1,84,4109177,4135020.64,1.01
20891,2025-07-21,GUINNESS,,,96.8,96.8,96.8,96.8,96.8,0,75,97426,9663738.1,99.19
20892,2025-07-21,HMCALL,,,5.14,5.14,5.14,4.73,4.73,-0.41,34,1344796,6869139.61,5.11
20893,2025-07-21,HONYFLOUR,,,26,26,27.85,26,27.85,1.85,469,3644167,98440148,27.01
20887,2025-07-21,GEREGU,,,1141.5,1141.5,1141.5,1141.5,1141.5,0,56,1282,1317126.8,1027.4
21065,2025-07-22,OANDO,,,50,50,52,50,51.8,1.8,960,7404168,376249451.75,50.82
21062,2025-07-22,NNFM,,,103.5,103.5,103.5,103.5,103.5,0,69,185147,18266764.85,98.66
21063,2025-07-22,NPFMCRFBK,,,2.57,2.57,2.57,2.47,2.57,0,53,1473672,3723524.43,2.53
21064,2025-07-22,NSLTECH,,,1.14,1.14,1.18,1.03,1.12,-0.2,163,7861996,8678040.44,1.1
21066,2025-07-22,OKOMUOIL,,,930,930,930,930,930,0,365,158651,147245556.5,928.11
21073,2025-07-22,ROYALEX,,,1.26,1.26,1.38,1.21,1.32,0.06,80,8960931,11436003.43,1.28
21068,2025-07-22,PRESCO,,,1330,1330,1330,1330,1330,0,348,166882,224998908.5,1348.25
21069,2025-07-22,PRESTIGE,,,1.16,1.16,1.2,1.19,1.2,0.04,61,4105446,4916844.49,1.2
21070,2025-07-22,PZ,,,37.35,37.35,37.25,37,37.25,-0.1,144,3114462,115165762.7,36.98
21045,2025-07-22,MBENEFIT,,,1.5,1.5,1.5,1.45,1.5,0,94,2673590,3969635.75,1.48
21072,2025-07-22,REGALINS,,,0.81,0.81,0.81,0.75,0.77,-0.4,106,14097237,10819063.25,0.77
21067,2025-07-22,OMATEK,,,1.59,1.59,1.58,1.44,1.44,-0.15,172,5242213,7837282.08,1.5
21061,2025-07-22,NIDF,,,116,116,116,116,116,0,159,357977,41198406,115.09
21046,2025-07-22,MCNICHOLS,,,3.44,3.44,3.44,3.44,3.44,0,73,1032011,3442852.84,3.34
21059,2025-07-22,NEWGOLD,,,57000,57000,52001,52001,52001,-4999,1,5,260005,52001
21058,2025-07-22,NESTLE,,,1815,1815,1850,1850,1850,35,166,206253,382036678.1,1852.27
21057,2025-07-22,NEM,,,20,20,20,20,20,0,92,444894,9580038.45,21.53
21056,2025-07-22,NEIMETH,,,7.45,7.45,7.65,7.5,7.65,0.2,187,2026419,15494600.75,7.65
21055,2025-07-22,NCR,,,7.26,7.26,7.26,7.26,7.26,0,2,1250,9975,7.98
21054,2025-07-22,NB,,,74,74,73,72.2,72.8,-1.2,423,10462650,762859674.7,72.91
21053,2025-07-22,NASCON,,,85,85,86.75,84,85,0,269,4517499,381946448.4,84.55
21052,2025-07-22,NAHCO,,,99.95,99.95,106.7,100,106.7,6.75,193,1734509,176041387.3,101.49
21051,2025-07-22,MULTIVERSE,,,9.9,9.9,9.9,9.9,9.9,0,23,86186,798305.8,9.26
21050,2025-07-22,MTNN,,,400,400,400,400,400,0,1005,672638,265496405.8,394.71
21049,2025-07-22,MRS,,,149.5,149.5,149.5,149.5,149.5,0,59,32253,4998506,154.98
21048,2025-07-22,MEYER,,,18.9,18.9,17.75,17.05,17.05,-1.85,57,551432,9694545.15,17.58
21047,2025-07-22,MECURE,,,11.7,11.7,11.2,11.2,11.2,-0.5,29,250175,2939042.6,11.75
21074,2025-07-22,RTBRISCOE,,,3.73,3.73,3.73,3.73,3.73,0,106,1279762,4676868.02,3.65
21060,2025-07-22,NGXGROUP,,,69,69,74.75,74.75,74.75,5.75,98,416165,30041486.6,72.19
21075,2025-07-22,SCOA,,,5,5,5,5,5,0,12,65317,350241.22,5.36
21092,2025-07-22,UBA,,,45.85,45.85,48,45.85,46.7,0.85,1517,48275632,2283641450.8,47.3
21077,2025-07-22,SKYAVN,,,81.9,81.9,81.9,81.9,81.9,0,21,16787,1274932.8,75.95
21108,2025-07-22,WEMABANK,,,17.1,17.1,18.3,17.75,17.95,0.85,515,20856361,371610531.1,17.82
21107,2025-07-22,WAPIC,,,2.5,2.5,2.5,2.29,2.4,-0.1,173,8890548,20676845.91,2.33
21106,2025-07-22,WAPCO,,,116,127.6,127.6,124.7,126,10,1183,30528287,3872116958.75,126.84
21105,2025-07-22,VSPBONDETF,,,700,700,600,575,575,-125,2,59,34400,583.05
21104,2025-07-22,VITAFOAM,,,87.85,87.85,87.85,87.85,87.85,0,180,618414,50930538.2,82.36
21103,2025-07-22,VFDGROUP,,,13.4,13.4,14.3,13.9,13.9,0.5,555,10318307,140505387.8,13.62
21102,2025-07-22,VETINDETF,,,42.9,42.9,42.9,42.9,42.9,0,3,102,4375.8,42.9
21101,2025-07-22,VETGOODS,,,29.8,29.8,32.75,28,32.75,2.95,8,6989,209632.7,29.99
21100,2025-07-22,VETBANK,,,15.5,15.5,15.8,15.7,15.7,0.2,5,1477,23190.9,15.7
21099,2025-07-22,VERITASKAP,,,1.22,1.22,1.24,1.18,1.18,-0.4,118,4193934,5028243.22,1.2
21098,2025-07-22,UPL,,,5.6,5.6,6.15,6.15,6.15,0.55,69,604461,3604785.68,5.96
21097,2025-07-22,UPDC,,,4.75,4.75,4.97,4.65,4.9,0.15,246,13713464,65501695.91,4.78
21096,2025-07-22,UNIVINSURE,,,0.74,0.74,0.78,0.74,0.77,0.03,168,21634644,16455416.23,0.76
21095,2025-07-22,UNIONDICON,,,10,10,10,10,10,0,21,99262,991280,9.99
21094,2025-07-22,UNILEVER,,,60,60,60,60,60,0,71,94863,5583481.7,58.86
21093,2025-07-22,UCAP,,,20.45,20.45,20.75,20.4,20.4,-0.5,288,7608806,156784901.85,20.61
21091,2025-07-22,UACN,,,50,50,50,50,50,0,118,675419,34087431.75,50.47
21090,2025-07-22,TRIPPLEG,,,4.32,4.32,4.32,4.32,4.32,0,24,43061,175237.66,4.07
21089,2025-07-22,TRANSPOWER,,,320,320,320,320,320,0,72,236536,68122368,288
21087,2025-07-22,TRANSCORP,,,49,49,49,49,49,0,239,846836,41916602.05,49.5
21086,2025-07-22,TRANSCOHOT,,,142.4,142.4,142.4,142.4,142.4,0,57,14496,1919491.5,132.42
21085,2025-07-22,TOTAL,,,705,705,705,705,705,0,81,10408,6660973.8,639.99
21084,2025-07-22,TIP,,,11.03,11.03,12.13,11.5,12.13,1.1,132,1549819,18257444.99,11.78
21083,2025-07-22,THOMASWY,,,3.39,3.39,3.06,3.06,3.06,-0.33,36,1083701,3362915.67,3.1
21082,2025-07-22,TANTALIZER,,,2.92,2.92,2.98,2.7,2.7,-0.22,146,3438322,10009309.09,2.91
21081,2025-07-22,SUNUASSUR,,,4.9,4.9,5,4.8,5,0.1,75,1333667,6470348.33,4.85
21080,2025-07-22,STERLINGNG,,,6.48,6.31,6.5,6.17,6.22,-0.26,386,11052666,69616872.57,6.3
21079,2025-07-22,STANBIC,,,99.5,99.5,99.5,99.5,99.5,0,201,929815,92540345.8,99.53
21078,2025-07-22,SOVRENINS,,,1.22,1.22,1.34,1.34,1.34,0.12,92,3441422,4604264.28,1.34
21076,2025-07-22,SEPLAT,,,5450,5450,5450,5450,5450,0,163,76525,396943484.9,5187.11
21044,2025-07-22,MAYBAKER,,,17.05,17.05,17.7,17.15,17.15,0.1,133,1216319,21091951.3,17.34
21088,2025-07-22,TRANSEXPR,,,2.15,2.15,2.15,2.15,2.15,0,1,6100,14396,2.36
21042,2025-07-22,LIVINGTRUST,,,7.32,7.32,7.32,7.32,7.32,0,10,52134,343883.06,6.6
21007,2025-07-22,DANGCEM,,,489,489,489,489,489,0,669,2623825,1262846345.6,481.3
21006,2025-07-22,DAARCOMM,,,0.91,0.91,0.93,0.83,0.83,-0.8,115,1855063,1650407.49,0.89
21005,2025-07-22,CWG,,,17,17,18,17.4,17.5,0.5,302,5740178,101195170,17.63
21004,2025-07-22,CUTIX,,,4.07,4.07,4.37,4,4,-0.7,410,12019667,49317752.68,4.1
21003,2025-07-22,CUSTODIAN,,,30,30,30,30,30,0,95,355265,10548940.55,29.69
21002,2025-07-22,CORNERST,,,4.09,4.09,4.19,4.08,4.19,0.1,75,4679049,19124084.26,4.09
21001,2025-07-22,CONOIL,,,234.5,234.5,234.5,234.5,234.5,0,56,26635,5622648.5,211.1
21000,2025-07-22,CONHALLPLC,,,3.02,3.02,3.09,2.99,3,-0.2,383,24951096,75256657.27,3.02
20999,2025-07-22,CILEASING,,,7.79,7.79,7.79,7.16,7.16,-0.63,134,3045301,22424578.49,7.36
20998,2025-07-22,CHELLARAM,,,9.53,9.53,9.53,9.53,9.53,0,42,74175,726367.67,9.79
20997,2025-07-22,CHAMS,,,3,3,3.08,2.9,3.08,0.08,416,14136186,42052185.08,2.97
20996,2025-07-22,CHAMPION,,,12.29,12.2,12.2,12.2,12.2,-0.9,145,1174768,14104586.3,12.01
20995,2025-07-22,CAVERTON,,,7.09,7.09,7.25,6.55,7,-0.9,235,3482384,24244913.03,6.96
20994,2025-07-22,CAP,,,65.1,65.1,66,66,66,0.9,67,2595697,171326310.55,66
21008,2025-07-22,DANGSUGAR,,,51,51,56.1,51,56.1,5.1,822,9023239,487584137.9,54.04
20993,2025-07-22,CADBURY,,,62.95,62.95,68.55,65.5,68.55,5.6,523,3633586,236355130.7,65.05
20991,2025-07-22,BUACEMENT,,,129.8,129.8,135,129.9,135,5.2,985,3161307,411141293.8,130.05
20990,2025-07-22,BETAGLAS,,,333.95,333.95,350,310,350,16.05,242,1006898,318289113,316.11
20989,2025-07-22,BERGER,,,33.75,33.75,33.75,33.75,33.75,0,62,62951,2063123.7,32.77
20988,2025-07-22,AUSTINLAZ,,,2.6,2.6,2.6,2.6,2.6,0,21,29374,72030.4,2.45
20987,2025-07-22,ARADEL,,,521,521,500,500,500,-21,851,2201834,1115958453,506.83
20986,2025-07-22,ALEX,,,7.15,7.15,7.15,7.15,7.15,0,5,482,3446.3,7.15
20985,2025-07-22,AIRTELAFRI,,,2310.5,2310.5,2310.5,2310.5,2310.5,0,6,200,508300,2541.5
20984,2025-07-22,AIICO,,,2.11,2.2,2.32,2.15,2.15,0.04,559,28057615,62103092.98,2.21
20983,2025-07-22,AFRIPRUD,,,16,16,16.5,16,16,0,181,2250849,36505848.15,16.22
20982,2025-07-22,ACCESSCORP,,,26.5,26.5,27.6,26.3,27.5,1,1708,102882339,2768573828.8,26.91
20981,2025-07-22,ACADEMY,,,7,7,7,7,7,0,103,465014,3346309.36,7.2
20980,2025-07-22,ABCTRANS,,,5.5,5.5,5.1,5.1,5.1,-0.4,159,747778,3803057.93,5.09
20979,2025-07-22,ABBEYBDS,,,8,8,8,8,8,0,47,64839,502626.78,7.75
21043,2025-07-22,MANSARD,,,12.5,12.5,12.5,12.5,12.5,0,146,849496,10695751.16,12.59
20992,2025-07-22,BUAFOODS,,,459,459,459,459,459,0,243,2047357,921621474.4,450.15
21009,2025-07-22,DEAPCAP,,,1.2,1.2,1.28,1.12,1.21,0.01,84,3020652,3668187.5,1.21
21071,2025-07-22,REDSTAREX,,,12.92,12.92,12.92,12.92,12.92,0,35,234506,2742553.13,11.7
21011,2025-07-22,ENAMELWA,,,20.35,20.35,22.35,20,22.35,2,50,883602,19022985.05,21.53
21010,2025-07-22,ELLAHLAKES,,,11,11,11,9.9,9.9,-1.1,869,56730852,586397102.97,10.34
21040,2025-07-22,LINKASSURE,,,1.48,1.48,1.47,1.46,1.47,-0.1,44,2048091,3004195.98,1.47
21039,2025-07-22,LEGENDINT,,,5.9,5.9,5.95,5.31,5.31,-0.59,242,14458050,79126321.92,5.47
21038,2025-07-22,LEARNAFRCA,,,6,6,6,6,6,0,50,215698,1359336.07,6.3
21037,2025-07-22,LASACO,,,3.16,3.16,3.07,3.05,3.07,-0.9,91,1291984,3969543.23,3.07
21036,2025-07-22,JULI,,,9.3,9.3,9.3,9.3,9.3,0,7,25388,216198,8.52
21035,2025-07-22,JOHNHOLT,,,9,9,9,9,9,0,23,19275,166075,8.62
21034,2025-07-22,JBERGER,,,121.7,121.7,126,122,126,4.3,236,1552570,193094964.7,124.37
21033,2025-07-22,JAPAULGOLD,,,2.8,2.8,2.96,2.8,2.81,0.01,339,19135180,54459942.03,2.85
21032,2025-07-22,JAIZBANK,,,3.6,3.6,3.89,3.62,3.8,0.2,551,9116741,34879445.32,3.83
21031,2025-07-22,INTENEGINS,,,2.2,2.2,2.2,2.2,2.2,0,50,233141,537713.98,2.31
21030,2025-07-22,INTBREW,,,13.75,13.75,14.2,13.55,13.9,0.15,188,8107456,112419048.2,13.87
21029,2025-07-22,INFINITY,,,7.7,7.7,7.7,7.7,7.7,0,11,5574,42583.8,7.64
21028,2025-07-22,IMG,,,42.45,42.45,42.45,42.45,42.45,0,22,200928,8222242.4,40.92
21027,2025-07-22,IKEJAHOTEL,,,20,20,19.1,19.1,19.1,-0.9,91,778121,14962146.25,19.23
21041,2025-07-22,LIVESTOCK,,,9,9.6,9.9,9.6,9.6,0.6,248,3237993,31394899.4,9.7
21025,2025-07-22,HMCALL,,,4.73,4.73,4.73,4.7,4.7,-0.3,30,456897,2200131.61,4.82
21026,2025-07-22,HONYFLOUR,,,27.85,27.85,28.2,26.25,26.25,-1.6,493,4862358,133454375.6,27.45
21013,2025-07-22,ETI,,,34.9,34.9,34.9,34.9,34.9,0,100,210595,7225176.9,34.31
21014,2025-07-22,ETRANZACT,,,9.45,9.45,9.45,9.45,9.45,0,65,354329,3446454.6,9.73
21015,2025-07-22,EUNISELL,,,17.9,17.9,17.9,17.9,17.9,0,36,114194,1889343.5,16.55
21016,2025-07-22,FCMB,,,9.65,9.65,9.65,9.2,9.55,-0.1,585,16015193,153486271.6,9.58
21017,2025-07-22,FIDELITYBK,,,21.5,21.5,21.75,21.5,21.7,0.2,860,29945532,646680462.95,21.6
21012,2025-07-22,ETERNA,,,42.25,42.25,42.25,42.25,42.25,0,64,166306,6732047.2,40.48
21019,2025-07-22,FIRSTHOLDCO,,,33.4,33.4,33.3,32,32,-1.4,792,14982916,484960801.45,32.37
21020,2025-07-22,FTNCOCOA,,,6.76,6.76,6.75,6.09,6.09,-0.67,531,12213121,76141211.56,6.23
21021,2025-07-22,GEREGU,,,1141.5,1141.5,1141.5,1141.5,1141.5,0,61,6349,6522962.6,1027.4
21022,2025-07-22,GTCO,,,94.5,94.5,102,93.7,93.8,-0.7,1490,32753262,3180586893.35,97.11
21023,2025-07-22,GUINEAINS,,,1.01,1.01,1.01,0.96,0.99,-0.2,113,3876154,3794640.6,0.98
21024,2025-07-22,GUINNESS,,,96.8,96.8,96.8,96.8,96.8,0,49,213878,22603665.95,105.68
21018,2025-07-22,FIDSON,,,46.1,46.1,46.1,46.1,46.1,0,230,835905,36825764.35,44.05
21194,2025-07-23,NPFMCRFBK,,,2.57,2.57,2.58,2.57,2.57,0,38,1067412,2745414.3,2.57
21195,2025-07-23,NSLTECH,,,1.12,1.12,1.06,1.01,1.03,-0.9,115,8284646,8424169.2,1.02
21196,2025-07-23,OANDO,,,51.8,51.8,52.2,51.2,52.2,0.4,748,16211492,839687675.9,51.8
21197,2025-07-23,OKOMUOIL,,,930,930,930,930,930,0,393,352226,327337862.8,929.34
21198,2025-07-23,OMATEK,,,1.44,1.44,1.32,1.3,1.3,-0.14,107,4304549,5620474.03,1.31
21201,2025-07-23,PZ,,,37.25,37.25,37.25,37.25,37.25,0,92,188804,6901974.5,36.56
21200,2025-07-23,PRESTIGE,,,1.2,1.2,1.16,1.1,1.12,-0.8,55,3527460,3954524.48,1.12
21202,2025-07-23,REDSTAREX,,,12.92,12.92,11.75,11.75,11.75,-1.17,51,434406,5117483.09,11.78
21203,2025-07-23,REGALINS,,,0.77,0.77,0.77,0.76,0.76,-0.1,64,13562010,10372950.4,0.76
21204,2025-07-23,ROYALEX,,,1.32,1.32,1.37,1.2,1.22,-0.1,86,43758112,53612207.36,1.23
21193,2025-07-23,NNFM,,,103.5,103.5,103.5,103.5,103.5,0,52,129197,12848832.3,99.45
21205,2025-07-23,RTBRISCOE,,,3.73,3.73,3.41,3.4,3.41,-0.32,74,1998079,6834105.13,3.42
21199,2025-07-23,PRESCO,,,1330,1330,1330,1330,1330,0,252,205293,274663043.3,1337.91
21191,2025-07-23,NGXGROUP,,,74.75,74.75,74.75,74.75,74.75,0,141,553300,41693393.3,75.35
21184,2025-07-23,NASCON,,,85,85,85.9,85,85,0,142,2516275,213800226.35,84.97
21189,2025-07-23,NESTLE,,,1850,1850,1890,1890,1890,40,160,204784,386308673.8,1886.42
21188,2025-07-23,NEM,,,20,20,20,20,20,0,102,1201898,25308833.75,21.06
21187,2025-07-23,NEIMETH,,,7.65,7.65,7.45,7.45,7.45,-0.2,140,1218646,9109834.32,7.48
21186,2025-07-23,NCR,,,7.26,7.26,7.26,7.26,7.26,0,5,322,2569.56,7.98
21185,2025-07-23,NB,,,72.8,72.8,72.95,72.5,72.5,-0.3,226,3171747,229826136.65,72.46
21183,2025-07-23,NAHCO,,,106.7,106.7,117,113,117,10.3,281,2526061,285529907.75,113.03
21182,2025-07-23,MULTIVERSE,,,9.9,9.9,9,9,9,-0.9,43,322584,2997409.9,9.29
21181,2025-07-23,MTNN,,,400,400,400,400,400,0,733,839535,330118892.1,393.22
21180,2025-07-23,MRS,,,149.5,149.5,149.5,149.5,149.5,0,73,21783,3373391.4,154.86
21179,2025-07-23,MEYER,,,17.05,17.05,17.05,17.05,17.05,0,47,152757,2689923.3,17.61
21178,2025-07-23,MERVALUE,,,197,197,197,187,187,-10,3,1050,196600,187.24
21177,2025-07-23,MECURE,,,11.2,11.2,11.2,11.2,11.2,0,36,109386,1259000.9,11.51
21206,2025-07-23,SCOA,,,5,5,5,5,5,0,27,72418,383471,5.3
21190,2025-07-23,NEWGOLD,,,52001,52001,56499,52001,55900,3899,4,4,220300,55075
21207,2025-07-23,SEPLAT,,,5450,5450,5450,5450,5450,0,106,10066,52301846.5,5195.89
21223,2025-07-23,UBA,,,46.7,46.7,47.05,46.5,46.7,0,1375,18208187,852741963.7,46.83
21209,2025-07-23,SOVRENINS,,,1.34,1.34,1.35,1.28,1.3,-0.4,62,2548194,3358522.18,1.32
21238,2025-07-23,WEMABANK,,,17.95,17.95,18.2,17.8,18,0.05,354,8963543,161545878.5,18.02
21237,2025-07-23,WAPIC,,,2.4,2.4,2.44,2.3,2.4,0,106,2345412,5514899.48,2.35
21236,2025-07-23,WAPCO,,,126,126,126,120.55,120.55,-5.45,798,8334226,1034574003.9,124.14
21235,2025-07-23,VSPBONDETF,,,575,575,525,525,525,-50,4,286,150150,525
21234,2025-07-23,VITAFOAM,,,87.85,87.85,87.85,87.85,87.85,0,130,692533,56197513.1,81.15
21233,2025-07-23,VFDGROUP,,,13.9,13.9,13.9,13.3,13.3,-0.6,524,10460702,140941478.2,13.47
21232,2025-07-23,VETINDETF,,,42.9,42.9,42.9,42.9,42.9,0,3,365,15658.5,42.9
21231,2025-07-23,VETBANK,,,15.7,15.7,15.8,15.7,15.8,0.1,7,4709,74397.9,15.8
21230,2025-07-23,VERITASKAP,,,1.18,1.18,1.2,1.1,1.18,0,117,6399085,7427728.02,1.16
21229,2025-07-23,UPL,,,6.15,6.15,6,6,6,-0.15,42,1166322,6979699.79,5.98
21228,2025-07-23,UPDC,,,4.9,4.9,4.8,4.59,4.7,-0.2,195,5215124,24344579.27,4.67
21227,2025-07-23,UNIVINSURE,,,0.77,0.77,0.77,0.72,0.72,-0.5,164,32068543,23398639.71,0.73
21226,2025-07-23,UNIONDICON,,,10,10,10,10,10,0,20,305762,2771858,9.07
21225,2025-07-23,UNILEVER,,,60,60,62,62,62,2,92,2449049,150645432.15,61.51
21224,2025-07-23,UCAP,,,20.4,20.4,20.9,20.55,20.55,0.15,267,6366338,131718093.5,20.69
21176,2025-07-23,MCNICHOLS,,,3.44,3.44,3.26,3.25,3.25,-0.19,117,1828373,5968179.27,3.26
21222,2025-07-23,UACN,,,50,50,50,50,50,0,84,444595,22464124.45,50.53
21221,2025-07-23,TRIPPLEG,,,4.32,4.32,3.89,3.89,3.89,-0.43,17,159729,623089.26,3.9
21220,2025-07-23,TRANSPOWER,,,320,320,320,320,320,0,53,138376,39852288,288
21219,2025-07-23,TRANSEXPR,,,2.15,2.15,2.15,2.15,2.15,0,1,2500,5900,2.36
21218,2025-07-23,TRANSCORP,,,49,49,49.5,49.5,49.5,0.5,281,2702493,134176752.85,49.65
21217,2025-07-23,TRANSCOHOT,,,142.4,142.4,142.4,142.4,142.4,0,48,20680,2892817.9,139.88
21216,2025-07-23,TOTAL,,,705,705,705,705,705,0,71,12974,8400993.9,647.53
21215,2025-07-23,TIP,,,12.13,12.13,13.34,13.15,13.34,1.21,211,2108365,28003044.52,13.28
21214,2025-07-23,THOMASWY,,,3.06,3.06,3.06,3.06,3.06,0,24,239343,745726.58,3.12
21213,2025-07-23,TANTALIZER,,,2.7,2.7,2.8,2.66,2.66,-0.4,99,2038431,5545743.72,2.72
21212,2025-07-23,SUNUASSUR,,,5,5,4.85,4.6,4.65,-0.35,83,1911140,9024711.7,4.72
21211,2025-07-23,STERLINGNG,,,6.22,6.22,6.45,6.2,6.22,0,358,13366928,83609122.43,6.25
21210,2025-07-23,STANBIC,,,99.5,99.5,99.5,99.5,99.5,0,167,1088057,108319815.25,99.55
21208,2025-07-23,SKYAVN,,,81.9,81.9,81.9,81.9,81.9,0,50,234169,18231884.75,77.86
21175,2025-07-23,MBENEFIT,,,1.5,1.5,1.5,1.44,1.5,0,64,1329306,1926183.6,1.45
21192,2025-07-23,NIDF,,,116,116,115,113,113,-3,127,1277538,145421972.7,113.83
21173,2025-07-23,MANSARD,,,12.5,12.5,12.5,12.2,12.5,0,126,2563958,31693087.98,12.36
21138,2025-07-23,DEAPCAP,,,1.21,1.21,1.25,1.1,1.25,0.04,89,2126490,2491797.65,1.17
21137,2025-07-23,DANGSUGAR,,,56.1,56.1,61.35,58.9,60,3.9,1109,6081132,361562911.85,59.46
21136,2025-07-23,DANGCEM,,,489,489,490,490,490,1,570,2662304,1297785985.1,487.47
21135,2025-07-23,DAARCOMM,,,0.83,0.83,0.89,0.75,0.75,-0.8,157,4731827,3809852.54,0.81
21134,2025-07-23,CWG,,,17.5,17.5,17.5,17,17.5,0,225,3930285,68568902.25,17.45
21133,2025-07-23,CUTIX,,,4,4,4.13,4,4.05,0.05,300,5086298,20664791.45,4.06
21132,2025-07-23,CUSTODIAN,,,30,30,30,29.95,30,0,80,1443073,43133641.9,29.89
